candidate,sex,age,general_votes,postal_votes,total_votes,total_electors,state_id,category_id,party_id,pc_id
NARESH KUMAR POOJALA,M,25.0,1761,7,1768,1546938,1,3.0,164,40
PASUPULETI VENKATARAMANA ROYAL,M,42.0,3809,12,3821,1546938,1,3.0,164,40
NOTA,,,21289,50,21339,1546938,1,,269,40
CHEEMALA. RANGAPPA,M,60.0,24497,146,24643,1566499,1,2.0,163,41
JAYARAM DUGGANI,M,70.0,10137,359,10496,1566499,1,2.0,80,41
NARAMALLI SIVA PRASAD,M,67.0,545374,4147,549521,1566499,1,2.0,406,41
C. PUNYAMURTHY,M,45.0,19952,110,20062,1566499,1,2.0,110,41
N. REDDEPPA,M,68.0,681325,5467,686792,1566499,1,2.0,428,41
PALLIPATTU. ABHINAV VISHNU,M,27.0,3441,4,3445,1566499,1,2.0,698,41
P. RAMACHANDRAN,M,42.0,1854,9,1863,1566499,1,2.0,164,41
A. HEMANTH,M,28.0,2089,5,2094,1566499,1,2.0,164,41
NOTA,,,20503,53,20556,1566499,1,,269,41
KIREN RIJIJU,M,47.0,216494,9302,225796,463775,2,0.0,80,42
NABAM TUKI,M,51.0,49362,1591,50953,463775,2,0.0,163,42
SUBU KECHI,M,45.0,4633,133,4766,463775,2,0.0,289,42
JARJUM ETE,F,56.0,41510,2410,43920,463775,2,0.0,178,42
JOMIN NYOKIR KARA,M,38.0,1879,42,1921,463775,2,0.0,25,42
KHYODA APIK,M,42.0,26530,589,27119,463775,2,0.0,271,42
RUMAK JOMOH,M,32.0,1878,68,1946,463775,2,0.0,164,42
NOTA,,,1837,52,1889,463775,2,,269,42
Lowangcha Wanglat,M,69.0,80378,3557,83935,339788,2,0.0,163,43
Mongol Yomso,M,47.0,22160,777,22937,339788,2,0.0,289,43
Tapir Gao,M,54.0,148567,5316,153883,339788,2,0.0,80,43
Bandey Mili,M,38.0,15304,654,15958,339788,2,0.0,178,43
C. C. Singpho,M,68.0,10955,538,11493,339788,2,0.0,164,43
NOTA,,,5490,85,5575,339788,2,,269,43
KRIPANATH MALLAH,M,46.0,471946,1100,473046,1340173,3,2.0,80,44
CHANDAN DAS,M,27.0,4848,22,4870,1340173,3,2.0,31,44
RADHESHYAM BISWAS,M,66.0,434519,138,434657,1340173,3,2.0,32,44
SWARUP DAS,M,37.0,120293,159,120452,1340173,3,2.0,163,44
AJOY KUMAR SARKAR,M,64.0,1537,1,1538,1340173,3,2.0,25,44
NIKHIL RANJAN DAS,M,50.0,2518,1,2519,1340173,3,2.0,152,44
PROBASH CHANDRA SARKAR,M,47.0,1165,1,1166,1340173,3,2.0,856,44
ANUPAM SINGHA,M,34.0,1057,12,1069,1340173,3,2.0,164,44
PARIKSHIT ROY,M,48.0,2765,0,2765,1340173,3,2.0,164,44
RABINDRA CHANDRA DAS,M,52.0,1714,5,1719,1340173,3,2.0,164,44
RAJU DAS,M,43.0,2107,4,2111,1340173,3,2.0,164,44
RAMNARAYAN SUKLABAIDYA,M,59.0,1795,0,1795,1340173,3,2.0,164,44
SATYAJIT DAS,M,35.0,2986,2,2988,1340173,3,2.0,164,44
HARILAL RABIDAS,M,43.0,2821,1,2822,1340173,3,2.0,164,44
NOTA,,,6548,7,6555,1340173,3,,269,44
RAJDEEP ROY,M,48.0,496235,3179,499414,1195720,3,3.0,80,45
SUSHMITA DEV,F,46.0,416233,1585,417818,1195720,3,3.0,163,45
HITABRATA ROY,M,75.0,3498,16,3514,1195720,3,3.0,31,45
NAZIA YASMIN MAZUMDAR,F,38.0,5650,43,5693,1195720,3,3.0,271,45
Badrul Islam Barbhuiya,M,44.0,829,11,840,1195720,3,3.0,25,45
Shyam Deo Kurmi,M,66.0,1081,14,1095,1195720,3,3.0,856,45
Ashitava Dutta,M,44.0,808,5,813,1195720,3,3.0,164,45
Ashutosh Bhattacharjee,M,42.0,1503,4,1507,1195720,3,3.0,164,45
Nazmul Haque Laskar,M,48.0,1816,4,1820,1195720,3,3.0,164,45
Puran Lal Goala,M,29.0,1459,1,1460,1195720,3,3.0,164,45
Mohendra Chandra Das,M,44.0,1652,3,1655,1195720,3,2.0,164,45
Shuvadip Datta,M,52.0,1532,3,1535,1195720,3,3.0,164,45
Sabindra Das,M,38.0,3981,4,3985,1195720,3,2.0,164,45
NOTA,,,8525,22,8547,1195720,3,,269,45
BIREN SINGH ENGTI,M,76.0,141344,346,141690,795945,3,0.0,163,46
HOREN SING BEY,M,49.0,380183,1133,381316,795945,3,0.0,80,46
LIENKHOCHON,M,39.0,9920,117,10037,795945,3,0.0,271,46
HOLIRAM TERANG,M,61.0,36840,75,36915,795945,3,0.0,508,46
JONES INGTI KATHAR,M,68.0,39425,158,39583,795945,3,0.0,164,46
NOTA,,,8160,34,8194,795945,3,,269,46
ABU TAHER BEPARI,M,52.0,492086,420,492506,1858566,3,3.0,163,47
ZABED ISLAM,M,50.0,398770,963,399733,1858566,3,3.0,22,47
NURUL ISLAM CHOUDHURY,M,67.0,12865,30,12895,1858566,3,3.0,31,47
BADRUDDIN AJMAL,M,63.0,718131,633,718764,1858566,3,3.0,32,47
ALAKESH ROY,M,39.0,7717,63,7780,1858566,3,3.0,152,47
SURAT JAMAN MONDAL,M,64.0,4304,21,4325,1858566,3,3.0,856,47
ZOHIRUL ISLAM KHAN,M,35.0,2846,13,2859,1858566,3,3.0,747,47
NRIPEN DAS,M,45.0,1908,164,2072,1858566,3,2.0,94,47
MEHBUBAR RAHMAN,M,46.0,4249,1,4250,1858566,3,3.0,334,47
SHAJAHAN SHEIKH,M,49.0,5625,3,5628,1858566,3,3.0,891,47
ANAMIKA SARKAR,F,43.0,5566,23,5589,1858566,3,3.0,164,47
UTTAM KUMAR RAY,M,36.0,3290,31,3321,1858566,3,3.0,164,47
MIR HUSSAIN SARKAR,M,28.0,4138,0,4138,1858566,3,3.0,164,47
RUKUNUR ZAMAN,M,41.0,4393,0,4393,1858566,3,3.0,164,47
SHUKUR ALI,M,25.0,7765,9,7774,1858566,3,3.0,164,47
NOTA,,,8963,15,8978,1858566,3,,269,47
Pramila Rani Brahma,F,69.0,443410,3364,446774,1776358,3,0.0,96,48
Biraj Deka,M,26.0,27804,324,28128,1776358,3,0.0,125,48
Sabda Ram Rabha,M,50.0,146251,867,147118,1776358,3,0.0,163,48
Urkhao Gwra Brahma,M,56.0,309736,2699,312435,1776358,3,0.0,881,48
Charan Iswary,M,39.0,9519,308,9827,1776358,3,0.0,747,48
Rajesh Narzary,M,45.0,13866,42,13908,1776358,3,0.0,891,48
Naba Kumar Sarania,M,50.0,482556,2004,484560,1776358,3,0.0,164,48
Prasanjit Kumar Das,M,32.0,9822,137,9959,1776358,3,0.0,164,48
Ranjoy Kr. Brahma,M,30.0,10733,55,10788,1776358,3,0.0,164,48
NOTA,,,15867,121,15988,1776358,3,,269,48
Abdul Khaleque,M,44.0,643441,1732,645173,1685149,3,3.0,163,49
Ashahak Ali Dewan,M,65.0,20405,61,20466,1685149,3,3.0,31,49
Kumar Deepak Das,M,66.0,501319,3547,504866,1685149,3,3.0,22,49
Rafiqul Islam,M,44.0,248360,307,248667,1685149,3,3.0,32,49
Aroon Barooa,M,62.0,3424,194,3618,1685149,3,3.0,747,49
Chitralekha Das,F,64.0,2322,60,2382,1685149,3,3.0,856,49
Saniara Parbin,F,29.0,3391,46,3437,1685149,3,3.0,891,49
Pranabjyoti Das Rajbonshi,M,45.0,2390,72,2462,1685149,3,3.0,271,49
Bhadreswar Barman,M,45.0,2164,50,2214,1685149,3,3.0,724,49
Matiar Rahman,M,35.0,3970,3,3973,1685149,3,3.0,870,49
Rejaul Karim,M,36.0,3345,5,3350,1685149,3,3.0,334,49
Santanu Mukherjee,M,44.0,5279,129,5408,1685149,3,3.0,531,49
Arfan Ali,M,37.0,2780,19,2799,1685149,3,3.0,164,49
NOTA,,,9648,86,9734,1685149,3,,269,49
QUEEN OJA,F,67.0,1007156,1780,1008936,2181319,3,3.0,80,50
BOBBEETA SHARMA,F,52.0,662776,554,663330,2181319,3,3.0,163,50
MANOJ SHARMA,M,45.0,10135,6,10141,2181319,3,3.0,31,50
AVIJIT CHAKRABORTY,M,49.0,2335,16,2351,2181319,3,3.0,531,50
SADEK ALI,M,48.0,3645,5,3650,2181319,3,3.0,334,50
PANKAJ DAS,M,48.0,4102,8,4110,2181319,3,3.0,861,50
PARTHA PRATIM BARUAH,M,30.0,2587,3,2590,2181319,3,3.0,891,50
MAMONI SARMA,F,55.0,2451,5,2456,2181319,3,3.0,747,50
RAJIB KAKATI,M,46.0,2119,3,2122,2181319,3,3.0,152,50
RATUL KUMAR CHOUDHURY,M,47.0,2378,5,2383,2181319,3,3.0,385,50
RUBI NEOG,F,40.0,2050,14,2064,2181319,3,3.0,724,50
ALIMUDDIN AHMED,M,47.0,2833,3,2836,2181319,3,3.0,164,50
UPAMANYU HAZARIKA,M,53.0,21114,79,21193,2181319,3,3.0,164,50
UTPAL BORGOHAIN,M,52.0,2748,5,2753,2181319,3,3.0,164,50
JUNMONI DEVI KHAUND,F,43.0,5479,4,5483,2181319,3,3.0,164,50
FARUK AHMED BHUYAN,M,40.0,9043,1,9044,2181319,3,3.0,164,50
SHANKHA SINHA,M,46.0,7847,2,7849,2181319,3,3.0,164,50
NOTA,,,10442,24,10466,2181319,3,,269,50
DILIP SAIKIA,M,45.0,732740,2729,735469,1800237,3,3.0,80,51
BHUBANESWAR KALITA,M,67.0,595845,1079,596924,1800237,3,3.0,163,51
SUDHENDU MOHAN TALUKDAR,M,43.0,10619,21,10640,1800237,3,3.0,31,51
AINUL HAQUE,M,36.0,4242,7,4249,1800237,3,3.0,487,51
GANDHESHWAR MOCHAHARI,M,47.0,11212,33,11245,1800237,3,0.0,891,51
BIREN BASAK,M,44.0,2520,4,2524,1800237,3,3.0,531,51
MANI RAM BASUMATARY,M,41.0,3831,67,3898,1800237,3,0.0,152,51
SWARNALATA CHALIHA,F,44.0,3819,10,3829,1800237,3,3.0,856,51
KAZI NEKIB AHMED,M,60.0,7131,4,7135,1800237,3,3.0,164,51
JAYANTA KUMAR KALITA,M,41.0,7799,7,7806,1800237,3,3.0,164,51
PRODEEP KUMAR DAIMARY,M,55.0,103402,468,103870,1800237,3,0.0,164,51
NOTA,,,18495,23,18518,1800237,3,,269,51
PALLAB LOCHAN DAS,M,41.0,681437,2729,684166,1499639,3,3.0,80,52
M.G.V.K. BHANU,M,60.0,440461,864,441325,1499639,3,3.0,163,52
MAHENDRA BHUYAN,M,67.0,6398,85,6483,1499639,3,3.0,260,52
MAHENDRA ORANG,M,41.0,7950,16,7966,1499639,3,3.0,891,52
RAM BAHADUR SUNAR,M,50.0,5776,104,5880,1499639,3,3.0,271,52
ZIABUR RAHMAN KHAN,M,36.0,5099,5,5104,1499639,3,3.0,164,52
BIJOY KUMAR TIRU,M,68.0,23626,20,23646,1499639,3,3.0,164,52
NOTA,,,15588,38,15626,1499639,3,,269,52
Pradyut Bordoloi,M,59.0,738881,843,739724,1794648,3,3.0,163,53
Sri Rupak Sharma,M,46.0,720727,2245,722972,1794648,3,3.0,80,53
Sahadeb Das,M,54.0,5860,15,5875,1794648,3,2.0,31,53
Azgor Ali,M,38.0,3650,5,3655,1794648,3,3.0,747,53
Saiful Islam Choudhury,M,52.0,3418,3,3421,1794648,3,3.0,487,53
Sukanta Mazumdar,M,36.0,2745,11,2756,1794648,3,2.0,531,53
Zakir Hussain,M,43.0,4311,4,4315,1794648,3,3.0,164,53
NOTA,,,10737,20,10757,1794648,3,,269,53
Gaurav Gogoi,M,36.0,785014,1078,786092,1734938,3,3.0,163,54
Moni Madhab Mahanta,M,41.0,574456,1642,576098,1734938,3,3.0,22,54
Abdul Aziz,M,60.0,9880,23,9903,1734938,3,3.0,271,54
Shree Diganta Kumar Saikia,M,48.0,5650,62,5712,1734938,3,3.0,152,54
Md. Hariqul Islam Bhuyan,M,51.0,5257,13,5270,1734938,3,3.0,487,54
Sri Jiten Gogoi,M,57.0,18253,91,18344,1734938,3,3.0,164,54
Sri Bhaskar Sarmah,M,33.0,7316,39,7355,1734938,3,3.0,164,54
NOTA,,,15845,68,15913,1734938,3,,269,54
KANAK GOGOI,M,42.0,17759,90,17849,1365035,3,3.0,123,55
TOPON KUMAR GOGOI,M,50.0,540942,2346,543288,1365035,3,3.0,80,55
RIBULAYA GOGOI,F,38.0,6058,63,6121,1365035,3,3.0,31,55
SUSHANTA BORGOHAIN,M,44.0,459480,1155,460635,1365035,3,3.0,163,55
KAMALA RAJ KONWAR,M,60.0,4989,7,4996,1365035,3,3.0,271,55
RAJ KUMAR DUWARA,M,33.0,3431,7,3438,1365035,3,3.0,25,55
ARBIN KUMAR BORUAH,M,34.0,3577,11,3588,1365035,3,3.0,164,55
NANDITA NAG,F,47.0,5467,14,5481,1365035,3,3.0,164,55
NOTA,,,12536,33,12569,1365035,3,,269,55
PABAN SINGH GHATOWAR,M,67.0,294663,354,295017,1314319,3,3.0,163,56
RAMESWAR TELI,M,48.0,657983,1600,659583,1314319,3,3.0,80,56
DR. TITUS BHENGRA,M,60.0,6930,3,6933,1314319,3,3.0,92,56
BHABEN BARUAH,M,59.0,9687,31,9718,1314319,3,3.0,271,56
APURBA SAIKIA,M,44.0,3790,21,3811,1314319,3,3.0,164,56
ISRAIL NANDA,M,62.0,5684,3,5687,1314319,3,3.0,164,56
NURUL HUDA IMDADUL ISLAM SAIKIA,M,51.0,5598,1,5599,1314319,3,3.0,164,56
RUBUL BURAGOHAIN,M,43.0,8102,10,8112,1314319,3,3.0,164,56
NOTA,,,21240,48,21288,1314319,3,,269,56
ANIL BORGOHAIN,M,51.0,425002,853,425855,1708013,3,3.0,163,57
R.Anbuchezhian,M,48.0,4463,64,4527,1708013,3,2.0,260,57
AMIYA KUMAR HANDIQUE,M,65.0,12746,63,12809,1708013,3,3.0,125,57
ARUP KALITA,M,51.0,13357,21,13378,1708013,3,3.0,123,57
PRADAN BARUAH,M,53.0,774017,2389,776406,1708013,3,0.0,80,57
UBAIDUR RAHMAN,M,36.0,8738,0,8738,1708013,3,3.0,487,57
DILIP MORAN,M,52.0,8196,89,8285,1708013,3,3.0,470,57
BHUPEN NARAH,M,56.0,5566,15,5581,1708013,3,0.0,891,57
HEM KANTA MIRI,M,37.0,4009,25,4034,1708013,3,0.0,856,57
AMBAZ UDDIN,M,51.0,3889,1,3890,1708013,3,3.0,164,57
PROBHU LAL VAISNAVA,M,44.0,4858,8,4866,1708013,3,3.0,164,57
NOTA,,,15187,33,15220,1708013,3,,269,57
DEEPAK YADAV,M,42.0,62816,147,62963,1665502,4,3.0,110,58
BAIDYANATH PRASAD MAHTO,M,62.0,601227,1433,602660,1665502,4,3.0,179,58
SHASHWAT KEDAR,M,32.0,247319,725,248044,1665502,4,3.0,163,58
DURGESH SINGH CHAUHAN,M,40.0,7914,3,7917,1665502,4,3.0,552,58
BHOLA RAY,M,57.0,7866,5,7871,1665502,4,3.0,372,58
MANOJ KUMAR,M,29.0,4170,5,4175,1665502,4,3.0,641,58
RAKESH KEWAT,M,35.0,12805,6,12811,1665502,4,3.0,753,58
RAJESH KUSHWAHA,M,27.0,4578,5,4583,1665502,4,3.0,800,58
SHIV KUMAR CHAUDHARY,M,55.0,4823,2,4825,1665502,4,3.0,59,58
SUSHMA DEVI,F,38.0,11896,37,11933,1665502,4,3.0,377,58
MUNNA SINGH,M,46.0,6133,3,6136,1665502,4,3.0,164,58
RAMESH PRASAD,M,52.0,8961,3,8964,1665502,4,3.0,164,58
SURESH SAH,M,54.0,14869,1,14870,1665502,4,3.0,164,58
NOTA,,,34311,27,34338,1665502,4,,269,58
BRIJESH KUMAR KUSHWAHA,M,41.0,307964,1836,309800,1633824,4,3.0,88,59
RAKESH KUMAR,M,39.0,11286,141,11427,1633824,4,3.0,110,59
DR. SANJAY JAISWAL,M,54.0,600735,2971,603706,1633824,4,3.0,80,59
BIPIN NATH TIWARI ALIAS BIPIN TIWARI,M,45.0,9863,5,9868,1633824,4,3.0,670,59
AJAY KUMAR SINHA,M,57.0,3216,8,3224,1633824,4,3.0,164,59
NAFISH AHMAD,M,47.0,5477,20,5497,1633824,4,3.0,164,59
RATAN KUMAR SARKAR,M,66.0,4229,1,4230,1633824,4,3.0,164,59
VIKAS KUMAR PRASAD,M,28.0,8682,2,8684,1633824,4,3.0,164,59
SANJAY KUMAR PATEL,M,39.0,10794,7,10801,1633824,4,3.0,164,59
NOTA,,,45637,62,45699,1633824,4,,269,59
AAKASH KUMAR SINGH,M,27.0,281500,2639,284139,1658672,4,3.0,88,60
Prabhakar Jaiswal,M,55.0,10206,68,10274,1658672,4,3.0,123,60
RADHA MOHAN SINGH,M,69.0,574081,3706,577787,1658672,4,3.0,80,60
Dinesh Sahani,M,34.0,9303,8,9311,1658672,4,3.0,327,60
Devendra Singh,M,35.0,1905,9,1914,1658672,4,3.0,800,60
Parasnath Pandey,M,59.0,1789,4,1793,1658672,4,3.0,199,60
Parasnath Ram,M,42.0,1795,17,1812,1658672,4,2.0,649,60
Randhir Kumar Tiwari,M,31.0,1403,3,1406,1658672,4,3.0,509,60
Rajiv Ranjan,M,44.0,1619,5,1624,1658672,4,3.0,181,60
Ramchandra Sah,M,69.0,6400,2,6402,1658672,4,3.0,778,60
Vinay Kumar Sriwastava,M,38.0,2335,8,2343,1658672,4,3.0,802,60
Shatrughna Tiwari,M,59.0,4700,4,4704,1658672,4,3.0,78,60
Shekh Seraj,M,25.0,4375,3,4378,1658672,4,3.0,491,60
Shobha Devi,F,42.0,14023,4,14027,1658672,4,3.0,390,60
Sachin Paswan,M,34.0,12060,20,12080,1658672,4,2.0,753,60
Satyam Yadav,M,30.0,17736,5,17741,1658672,4,3.0,564,60
Md. Ajmer Alam,M,35.0,6042,9,6051,1658672,4,3.0,164,60
Aniket Ranjan,M,28.0,2048,10,2058,1658672,4,3.0,164,60
Pradeep Singh,M,39.0,6883,1,6884,1658672,4,3.0,164,60
Manoj Tiwari,M,39.0,1840,0,1840,1658672,4,3.0,164,60
Muneshwar Tiwari,M,50.0,2765,2,2767,1658672,4,3.0,164,60
Shakti Kumar,M,27.0,5358,1,5359,1658672,4,3.0,164,60
NOTA,,,22644,62,22706,1658672,4,,269,60
Mukesh Kumar Jha,M,30.0,12417,53,12470,1686215,4,3.0,110,61
RAMA DEVI,F,69.0,606581,2097,608678,1686215,4,3.0,80,61
Shamim Alam,M,51.0,13239,30,13269,1686215,4,3.0,260,61
SYED FAISAL ALI,M,52.0,266870,1448,268318,1686215,4,3.0,317,61
Anil Kumar,M,47.0,5774,5,5779,1686215,4,3.0,628,61
Anand Kumar Maurya,M,36.0,1813,1,1814,1686215,4,3.0,544,61
UPENDRA SAHANI,M,46.0,7278,3,7281,1686215,4,3.0,778,61
Jagdish Prasad,M,41.0,4562,1,4563,1686215,4,3.0,78,61
Devendra Prasad Singh,M,50.0,2631,9,2640,1686215,4,3.0,25,61
Nabi Hussain,M,54.0,1990,2,1992,1686215,4,3.0,535,61
PRABHU NARAYAN,M,47.0,2496,3,2499,1686215,4,3.0,377,61
SHYAM KUMAR,M,38.0,5065,1,5066,1686215,4,2.0,753,61
Anil Kumar Tiwari,M,51.0,10678,1,10679,1686215,4,3.0,164,61
Abul Kalam Khan,M,44.0,6083,1,6084,1686215,4,3.0,164,61
Kedar Nath Prasad,M,73.0,18425,1,18426,1686215,4,3.0,164,61
Raj Kumar Parsad,M,44.0,13701,3,13704,1686215,4,3.0,164,61
Ram Dayal Prasad,M,67.0,3140,2,3142,1686215,4,3.0,164,61
Vijay Nandan Paswan,M,31.0,11127,11,11138,1686215,4,2.0,164,61
NOTA,,,6971,46,7017,1686215,4,,269,61
Arjun Ray,M,47.0,315230,1976,317206,1752454,4,3.0,317,62
Jasem Ahamad,M,41.0,7062,50,7112,1752454,4,3.0,110,62
Sunil Kumar Pintu,M,58.0,565533,2212,567745,1752454,4,3.0,179,62
Braj Kishor,M,58.0,6305,2,6307,1752454,4,3.0,25,62
Mohan Sah,M,61.0,3046,18,3064,1752454,4,3.0,664,62
Raghunath Kumar,M,47.0,8947,62,9009,1752454,4,3.0,1,62
Ravindra Kumar Chandra urf Dr. Raja Babu,M,35.0,2464,11,2475,1752454,4,2.0,559,62
Raj Kishore Prasad,M,52.0,5963,2,5965,1752454,4,3.0,280,62
Surendra Kumar,M,45.0,4233,7,4240,1752454,4,3.0,78,62
Amit Chaudhary urf Madhav Chaudhary,M,42.0,9749,88,9837,1752454,4,3.0,164,62
Chandrika Prasad,M,44.0,2662,1,2663,1752454,4,3.0,164,62
Dr. Junaid Khan,M,31.0,3298,0,3298,1752454,4,3.0,164,62
Thakur Chandan Kumar Singh,M,34.0,7285,2,7287,1752454,4,3.0,164,62
Dharmendra Kumar,M,33.0,20485,2,20487,1752454,4,3.0,164,62
Nand Kishore Gupta,M,47.0,6587,1,6588,1752454,4,3.0,164,62
Mahesh Nandan Singh,M,55.0,17270,0,17270,1752454,4,3.0,164,62
Ramesh Kumar Mishra,M,48.0,11054,2,11056,1752454,4,3.0,164,62
Lalbabu Paswan,M,55.0,5189,3,5192,1752454,4,2.0,164,62
Vinod Sah,M,48.0,17724,0,17724,1752454,4,3.0,164,62
Shashi Kumar Singh,M,70.0,4003,3,4006,1752454,4,3.0,164,62
NOTA,,,10278,40,10318,1752454,4,,269,62
ASHOK KUMAR YADAV,M,49.0,594811,1032,595843,1792798,4,3.0,80,63
ANAND KUMAR JHA,M,39.0,10109,18,10127,1792798,4,3.0,38,63
MD. KHALIQUE ANSARI,M,26.0,2720,6,2726,1792798,4,3.0,744,63
DHANESHWAR MAHTO,M,43.0,6318,4,6322,1792798,4,3.0,559,63
BADRI KUMAR PURBEY,M,46.0,140705,198,140903,1792798,4,3.0,893,63
RANJIT KUMAR,M,29.0,4521,3,4524,1792798,4,2.0,92,63
RAM SWARUP BHARTI,M,63.0,2819,0,2819,1792798,4,2.0,891,63
REKHA RANJAN YADAV,F,30.0,4561,5,4566,1792798,4,3.0,334,63
SATISH CHANDRA JHA,M,51.0,5071,3,5074,1792798,4,3.0,747,63
SUBHASH CHANDRA JHA,M,50.0,5672,5,5677,1792798,4,3.0,778,63
ANIL KUMAR SAH,M,35.0,4528,0,4528,1792798,4,3.0,164,63
ABUBAKAR RAHMANI,M,30.0,12491,1,12492,1792798,4,3.0,164,63
ABHIJIT KUMAR SINGH,M,58.0,4068,1,4069,1792798,4,3.0,164,63
RAJU KUMAR RAJ,M,54.0,5695,0,5695,1792798,4,3.0,164,63
VIDYA SAGAR MANDAL,M,36.0,6933,3,6936,1792798,4,3.0,164,63
DR. SHAKEEL AHMAD,M,63.0,131416,114,131530,1792798,4,3.0,164,63
HEMA JHA,F,57.0,14254,0,14254,1792798,4,3.0,164,63
NOTA,,,5602,21,5623,1792798,4,,269,63
GULAB YADAV,M,51.0,279168,272,279440,1852417,4,3.0,317,64
Raj Kumar Singh,M,63.0,9026,40,9066,1852417,4,3.0,110,64
Ramprit Mandal,M,63.0,601597,794,602391,1852417,4,3.0,179,64
Ganga Prasad Yadav,M,36.0,8894,6,8900,1852417,4,3.0,739,64
Chhedi Ram,M,40.0,3923,17,3940,1852417,4,2.0,559,64
Devendra Prasad Yadav,M,65.0,25586,44,25630,1852417,4,3.0,837,64
Prabhat Prasad,M,65.0,8426,3,8429,1852417,4,3.0,372,64
Ratneshwar Jha,M,55.0,3533,15,3548,1852417,4,3.0,497,64
Ramanand Thakur,M,48.0,4405,41,4446,1852417,4,3.0,377,64
Ramesh kumar Kamat,M,32.0,4784,8,4792,1852417,4,3.0,456,64
Lakshman Prasad Yadav,M,34.0,5712,5,5717,1852417,4,3.0,334,64
Surendra Prasad Suman,M,51.0,4959,5,4964,1852417,4,3.0,25,64
Om Prakash Poddar,M,45.0,21987,1,21988,1852417,4,3.0,164,64
Ganpati Jha,M,53.0,21625,7,21632,1852417,4,3.0,164,64
Bablu Gupta,M,34.0,6902,6,6908,1852417,4,3.0,164,64
Bipeen Kumar Singhwait,M,29.0,29504,2,29506,1852417,4,3.0,164,64
Sanjay Bhartia,M,31.0,10060,2,10062,1852417,4,3.0,164,64
NOTA,,,9161,42,9203,1852417,4,,269,64
Kiran Devi,F,32.0,11079,29,11108,1690620,4,2.0,110,65
Dileshwar Kamait,M,73.0,596807,570,597377,1690620,4,3.0,179,65
Ranjeet Ranjan,F,46.0,330258,266,330524,1690620,4,3.0,163,65
Md. Abul Kalam Azad,M,27.0,13693,0,13693,1690620,4,0.0,184,65
Krishan dev Mandal,M,50.0,3534,18,3552,1690620,4,3.0,352,65
Dip Narayan Mandal,M,61.0,2742,33,2775,1690620,4,3.0,377,65
Naveen Kumar Singh,M,39.0,3010,0,3010,1690620,4,3.0,552,65
Pramod Kumar Nirala,M,48.0,4042,1,4043,1690620,4,3.0,886,65
Bhim Kumar Gupta,M,41.0,3545,0,3545,1690620,4,3.0,188,65
Sanjay Sardar,M,40.0,6313,0,6313,1690620,4,2.0,679,65
Sanjeet Kumar Choudhary,M,41.0,11091,2,11093,1690620,4,3.0,490,65
Satya Narayan Mehta,M,59.0,6333,3,6336,1690620,4,3.0,628,65
Md. Afroj Alam,M,29.0,6995,2,6997,1690620,4,3.0,164,65
Anand Pathak,M,32.0,15389,3,15392,1690620,4,3.0,164,65
Dinesh Prasad Yadav,M,52.0,23033,12,23045,1690620,4,3.0,164,65
Binod Kumar Sahu,M,50.0,19277,0,19277,1690620,4,3.0,164,65
Rajesh Kumar S/O- Jawahar Lal Das,M,28.0,6729,0,6729,1690620,4,3.0,164,65
Rajesh Kumar S/O- Yugeshwar Sah,M,26.0,20317,3,20320,1690620,4,3.0,164,65
Sandip Kumar Singh,M,41.0,11534,0,11534,1690620,4,3.0,164,65
Sudhakar Jha,M,50.0,4797,2,4799,1690620,4,3.0,164,65
NOTA,,,9322,21,9343,1690620,4,,269,65
PRADEEP KUMAR SINGH,M,52.0,618004,430,618434,1805439,4,3.0,80,66
RAM NRAYAN BHARTI,M,46.0,10287,7,10294,1805439,4,3.0,110,66
SARFARAZ ALAM,M,50.0,481120,73,481193,1805439,4,3.0,317,66
TARACHAND PASWAN,M,60.0,7263,3,7266,1805439,4,2.0,92,66
SUDAMA SINGH,M,54.0,2057,2,2059,1805439,4,3.0,552,66
MD. MATIN,M,31.0,1368,1,1369,1805439,4,3.0,164,66
MD. MINHAZ ALAM,M,33.0,1949,0,1949,1805439,4,3.0,164,66
MUKESH SINGH,M,36.0,2143,2,2145,1805439,4,3.0,164,66
MD. MOBINUL HAQUE,M,46.0,3036,1,3037,1805439,4,3.0,164,66
RAMA NAND RISHIDEO,M,66.0,5959,0,5959,1805439,4,2.0,164,66
ABDUL WAHID KHAN,M,69.0,8168,0,8168,1805439,4,3.0,164,66
SHAHIN PRAVIN,F,28.0,7138,1,7139,1805439,4,3.0,164,66
NOTA,,,20606,12,20618,1805439,4,,269,66
Indra Deo Paswan,M,46.0,6790,3,6793,1659651,4,2.0,110,67
Javed Akhter,M,53.0,5481,2,5483,1659651,4,3.0,31,67
Dr. Mohammad Jawed,M,54.0,366820,197,367017,1659651,4,3.0,163,67
Syed Mahmood Ashraf,M,54.0,332325,226,332551,1659651,4,3.0,179,67
Akhtarul Iman,M,55.0,294859,170,295029,1659651,4,3.0,27,67
Alimuddin Ansari,M,64.0,9822,0,9822,1659651,4,3.0,1,67
Pradip Kumar Singh,M,36.0,3260,6,3266,1659651,4,3.0,377,67
Rajendra Paswan,M,59.0,4013,0,4013,1659651,4,2.0,92,67
Shukal Murmu,M,50.0,10273,2,10275,1659651,4,0.0,194,67
Azimuddin,M,75.0,4755,0,4755,1659651,4,3.0,164,67
Asad Alam,M,38.0,8133,0,8133,1659651,4,3.0,164,67
